Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected,Year
September,09/22/2022,03:58:00,09/22/2022,04:00:00,"Florida: Pinellas County, Pasco County, Orange County, Lake County;",SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,Unknown,Unknown,2022
September,09/22/2022,10:02:00,09/22/2022,11:00:00,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,1,0,2022
September,09/23/2022,10:10:00,09/23/2022,11:00:00,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,2,0,2022
September,09/27/2022,08:42:00,09/27/2022,10:00:00,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,1,0,2022
September,09/28/2022,15:00:00,10/03/2022,15:53:00,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,676000,2022
September,09/28/2022,18:00:00,09/30/2022,15:20:00,Florida:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,1000,116937,2022
September,09/28/2022,15:00:00,Unknown,Unknown,"Florida: Hillsborough County, Polk County, Pasco County, Pinellas County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,750,291361,2022
September,09/29/2022,04:00:00,10/03/2022,00:00:00,"Florida: Orange County, Osceola County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,0,2022
September,09/29/2022,03:27:00,Unknown,Unknown,Florida: Polk County;,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,150,15797,2022
September,09/30/2022,18:30:00,10/01/2022,18:36:00,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,154100,2022
September,09/30/2022,13:46:00,09/30/2022,18:09:00,South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,108930,2022
September,09/30/2022,02:45:00,10/01/2022,16:15:00,North Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,48323,2022
September,09/30/2022,11:00:00,09/30/2022,12:00:00,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,2,0,2022
October,10/03/2022,06:00:00,10/04/2022,07:00:00,Alabama: Barbour County; Virginia:,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Suspicious activity,0,0,2022
October,10/03/2022,13:45:00,10/03/2022,14:30:00,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,1,0,2022
October,10/08/2022,16:23:00,10/08/2022,16:50:00,New York: Queens County;,NPCC,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.",Suspicious activity,100,0,2022
October,10/10/2022,15:50:00,10/10/2022,16:05:00,Texas: Louisiana: Arkansas: Pope County; Mississippi:,TRE/SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,0,2022
October,10/13/2022,10:00:00,10/13/2022,11:00:00,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,1,0,2022
October,10/14/2022,13:15:00,10/14/2022,17:45:00,Connecticut: Massachusetts: Maine: Rhode Island: New Hampshire: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Sever Weather,Unknown,76388,2022
October,10/14/2022,13:30:00,Unknown ,Unknown,Texas: Bee County;,RE ,Reportable Cyber Security Incident,Cyber Event,0,0,2022
October,10/15/2022,09:52:00,10/15/2022,10:23:00,Arizona: Maricopa County;,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0,2022
October,10/15/2022,20:04:00,10/18/2022,16:03:00,Louisiana: Lafourche Parish;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,69,16225,2022
October,10/18/2022,15:12:00,Unknown ,Unknown,Texas: Louisiana: Arkansas: Pope County; Mississippi:,TRE/SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,Unknown,2022
October,10/21/2022,11:15:00,10/21/2022,11:18:00,California: Trinity County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious activity,0,0,2022
October,10/24/2022,00:00:00,10/28/2022,00:00:00,Massachusetts: Essex County[13];,NPCC,Reportable Cyber Security Incident,Cyber Event,0,0,2022
October,10/24/2022,16:29:00,10/24/2022,18:05:00,Texas: New Mexico: Chaves County;,TRE/WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,34,7551,2022
October,10/25/2022,01:45:00,10/25/2022,13:50:00,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",System Operations,Unknown,109865,2022
October,10/26/2022,19:32:00,10/26/2022,20:38:00,Texas:,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2022
October,10/27/2022,00:01:00,10/27/2022,13:00:00,Arkansas:,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,0,2022
October,10/28/2022,14:16:00,10/28/2022,15:00:00,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,2,0,2022
October,10/31/2022,21:14:00,10/31/2022,22:14:00,Louisiana:,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Suspicious activity,Unknown,0,2022
November,11/02/2022,15:11:00,11/02/2022,15:25:00,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2022
November,11/03/2022,12:07:00,11/03/2022,14:24:00,Washington: Douglas County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0,2022
November,11/04/2022,20:05:00,11/07/2022,09:00:00,"Washington: Island County, King County, Kittitas County, Thurston County, Kitsap County, Pierce County, Skagit County, Whatcom County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,214000,2022
November,11/05/2022,13:00:00,11/08/2022,07:00:00,"Michigan: Kalamazoo County, Kent County, Calhoun County, Genesee County, Ottawa County, Muskegon County, Eaton County, Saginaw County, Van Buren County, Hillsdale County, Shiawassee County, Jackson County, Lenawee County, Branch County, Montcalm County, Monroe County, Manistee County, Roscommon County, Clinton County, Ingham County, Gladwin County, Arenac County, Ogemaw County, Iosco County, Alcona County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,158450,2022
November,11/05/2022,19:57:00,Unknown,Unknown,"Michigan: Oakland County, Wayne County, Monroe County, Lapeer County, St. Clair County, Washtenaw County, Macomb County, Tuscola County, Sanilac County, Huron County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,53000,2022
November,11/05/2022,19:00:00,Unknown,Unknown,Wisconsin:,MRO/RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,50000,2022
November,11/08/2022,15:48:00,11/08/2022,16:21:00,Texas: Hockley County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0,2022
November,11/10/2022,11:07:00,11/10/2022,12:00:00,Arkansas: Pulaski County;,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,Generation Inadequacy,0,0,2022
November,11/10/2022,06:00:00,11/11/2022,08:47:00,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,160000,2022
November,11/11/2022,01:00:00,11/11/2022,05:00:00,California: San Bernardino County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,Unknown,2022
November,11/11/2022,01:41:00,11/14/2022,14:00:00,Ohio: Knox County;,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack/Vandalism,7,1775,2022
November,11/15/2022,10:17:00,11/15/2022,11:06:00,Massachusetts: Hampden County[13];,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2022
November,11/15/2022,01:00:00,11/15/2022,06:00:00,Oregon: Josephine County; Washington: Idaho: Utah: Wyoming:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2022
November,11/18/2022,04:30:00,11/18/2022,04:59:00,Washington: Cowlitz County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack/Vandalism,3,1454,2022
November,11/22/2022,10:01:00,11/22/2022,10:43:00,Maine: Penobscot County;,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2022
